=== NPU-spec sweep ===
  prompts    : [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
  k-values   : [2, 3, 4, 8]
  n_predict  : 200
  mode       : async-pipelined  p_min=0.0
  csv out    : C:\Users\hotschmoe\Documents\GitHub\specula\results\spec-npu-Qwen3-8B-Q4_K_M-vs-Qwen3-0.6B-pathb-async-pipelined-20260422-224213.csv
launching llama-server:
    C:\Users\hotschmoe\Documents\GitHub\specula\llama.cpp\build-cpu\bin\llama-server.exe -m C:\Users\hotschmoe\Documents\GitHub\specula\models\Qwen3-8B-Q4_K_M.gguf --host 127.0.0.1 --port 8088 -c 320 -t 18 --no-warmup
    log -> C:\Users\hotschmoe\Documents\GitHub\specula\results\spec-npu-server-20260422-224213.log

--- waiting for /health (timeout 180s) ---
  server healthy

--- loading CPU ONNX (FP32, dynamic past_len) ---
  loaded in 2.6 s

--- loading NPU Path B-mask binary ---
  loading wrapper ONNX qwen3_0_6b_draft_v81_ctx256.pathb.w4a16-local-pr.wrapper.onnx via legacy QNN EP ...
  loaded in 1.3 s
  loaded 116 quant specs (w4a16-local-pr)

==== prompt p0 (16 toks): 'def fibonacci(n):\n    # Return the nth Fibona...' ====

-- cell 1/40: p0 k=2 n_predict=200 --

--- CPU prefill (P=16) ---
  elapsed           : 0.07 s
  first candidate   : 198  -> '\n'
  r001 L= 16 drafts=[198, 262]  target=[198, 262]+b=671 j=2 bonus=671 acc='\n   ' new='\n    #'
  r053 L=137 drafts=[14990, 497]  target=[16, 17]+b=18 j=0 bonus=16 acc=<none> new='1'
  r054 L=138 drafts=[17, 18]  target=[17, 18]+b=17 j=2 bonus=17 acc='23' new='232'
  r055 L=141 drafts=[16, 497]  target=[16, 2761]+b=220 j=1 bonus=2761 acc='1' new='1"))'
  r056 L=143 drafts=[220, 671]  target=[220, 671]+b=3007 j=2 bonus=3007 acc='  #' new='  # True'
  r057 L=146 drafts=[198, 1350]  target=[198, 1350]+b=9623 j=2 bonus=9623 acc='\nprint' new='\nprint(is'
  r058 L=149 drafts=[73310, 36058]  target=[73310, 36058]+b=445 j=2 bonus=445 acc='_palindrome' new='_palindrome("'
  r059 L=152 drafts=[16, 17]  target=[16, 17]+b=18 j=2 bonus=18 acc='12' new='123'
  r060 L=155 drafts=[18, 17]  target=[64, 18]+b=17 j=0 bonus=64 acc=<none> new='a'
  r061 L=156 drafts=[18, 17]  target=[18, 17]+b=16 j=2 bonus=16 acc='32' new='321'
  r062 L=159 drafts=[2761, 220]  target=[2761, 220]+b=671 j=2 bonus=671 acc='")) ' new='"))  #'
  r063 L=162 drafts=[3557, 198]  target=[3007, 198]+b=1350 j=0 bonus=3007 acc=<none> new=' True'
  r064 L=163 drafts=[198, 2]  target=[198, 1350]+b=9623 j=1 bonus=1350 acc='\n' new='\nprint'
  r065 L=165 drafts=[9623, 73310]  target=[9623, 73310]+b=36058 j=2 bonus=36058 acc='(is_pal' new='(is_palindrome'
  r066 L=168 drafts=[445, 16]  target=[445, 16]+b=17 j=2 bonus=17 acc='("1' new='("12'
  r067 L=171 drafts=[18, 17]  target=[18, 64]+b=18 j=1 bonus=64 acc='3' new='3a'
  r068 L=173 drafts=[18, 17]  target=[18, 17]+b=16 j=2 bonus=16 acc='32' new='321'
  r069 L=176 drafts=[2761, 220]  target=[64, 2761]+b=220 j=0 bonus=64 acc=<none> new='a'
  r070 L=177 drafts=[2761, 220]  target=[2761, 220]+b=671 j=2 bonus=671 acc='")) ' new='"))  #'
  r071 L=180 drafts=[3557, 271]  target=[3557, 198]+b=1350 j=1 bonus=198 acc=' False' new=' False\n'
  r072 L=182 drafts=[2, 220]  target=[1350, 9623]+b=73310 j=0 bonus=1350 acc=<none> new='print'
  r073 L=183 drafts=[9623, 73310]  target=[9623, 73310]+b=36058 j=2 bonus=36058 acc='(is_pal' new='(is_palindrome'
  r074 L=186 drafts=[445, 16]  target=[445, 32]+b=883 j=1 bonus=32 acc='("' new='("A'
  r075 L=188 drafts=[883, 11]  target=[883, 11]+b=264 j=2 bonus=264 acc=' man,' new=' man, a'
  r076 L=191 drafts=[2761, 220]  target=[3119, 11]+b=264 j=0 bonus=3119 acc=<none> new=' plan'
  r077 L=192 drafts=[11, 264]  target=[11, 264]+b=38921 j=2 bonus=38921 acc=', a' new=', a canal'
  r078 L=195 drafts=[25, 48036]  target=[25, 48036]+b=2761 j=2 bonus=2761 acc=': Panama' new=': Panama"))'
  r079 L=198 drafts=[220, 671]  target=[220, 671]+b=3007 j=2 bonus=3007 acc='  #' new='  # True'
  r080 L=201 drafts=[198, 2]  target=[198, 1350]+b=9623 j=1 bonus=1350 acc='\n' new='\nprint'
  r081 L=203 drafts=[9623, 73310]  target=[9623, 73310]+b=36058 j=2 bonus=36058 acc='(is_pal' new='(is_palindrome'
  r082 L=206 drafts=[445, 16]  target=[445, 41183]+b=1803 j=1 bonus=41183 acc='("' new='("race'
  r083 L=208 drafts=[899, 220]  target=[1803, 2761]+b=220 j=0 bonus=1803 acc=<none> new=' car'
  r084 L=209 drafts=[2761, 220]  target=[2761, 220]+b=671 j=2 bonus=671 acc='")) ' new='"))  #'
  r085 L=212 drafts=[3557, 198]  target=[3007, 198]+b=1350 j=0 bonus=3007 acc=<none> new=' True'
  r086 L=213 drafts=[198, 2]  target=[198, 1350]+b=9623 j=1 bonus=1350 acc='\n' new='\nprint'
  r087 L=215 drafts=[9623, 73310]  target=[9623, 73310]+b=36058 j=2 bonus=36058 acc='(is_pal' new='(is_palindrome'
  r088 L=218 drafts=[445, 32]  target=[445, 41183]+b=1803 j=1 bonus=41183 acc='("' new='("race'
  r089 L=220 drafts=[497, 330]  target=[1803, 0]+b=2761 j=0 bonus=1803 acc=<none> new=' car'
  r090 L=221 drafts=[2761, 220]  target=[0, 2761]+b=220 j=0 bonus=0 acc=<none> new='!'
  r091 L=222 drafts=[2761, 220]  target=[2761, 220]+b=671 j=2 bonus=671 acc='")) ' new='"))  #'
  r092 L=225 drafts=[3557, 271]  target=[3007, 198]+b=1350 j=0 bonus=3007 acc=<none> new=' True'
  r093 L=226 drafts=[271, 2]  target=[198, 1350]+b=9623 j=0 bonus=198 acc=<none> new='\n'
  r094 L=227 drafts=[2, 3393]  target=[1350, 9623]+b=73310 j=0 bonus=1350 acc=<none> new='print'
  r095 L=228 drafts=[9623, 73310]  target=[9623, 73310]+b=36058 j=2 bonus=36058 acc='(is_pal' new='(is_palindrome'
   -> accept 56.3% decode 13.35 t/s  wall 15.2s

-- cell 10/40: p2 k=3 n_predict=200 --

--- CPU prefill (P=29) ---
  elapsed           : 0.06 s
  first candidate   : 671  -> ' #'
  r001 L= 29 drafts=[671, 323, 30903]  target=[198, 262, 671]+b=7169 j=0 bonus=198 acc=<none> new='\n'
  r002 L= 30 drafts=[262, 671, 7169]  target=[262, 671, 7169]+b=311 j=3 bonus=311 acc='    # Convert' new='    # Convert to'
  r003 L= 34 drafts=[42047, 198, 262]  target=[42047, 323, 4057]+b=2477 j=1 bonus=323 acc=' lowercase' new=' lowercase and'
  r004 L= 36 drafts=[10034, 1142, 198]  target=[4057, 2477, 18779]+b=65788 j=0 bonus=4057 acc=<none> new=' remove'
  r005 L= 37 drafts=[678, 2477, 18779]  target=[2477, 18779, 65788]+b=5766 j=0 bonus=2477 acc=<none> new=' non'
  r006 L= 38 drafts=[18779, 759, 44838]  target=[18779, 65788, 5766]+b=198 j=1 bonus=65788 acc='-al' new='-alphanumeric'
  r007 L= 40 drafts=[5766, 198, 262]  target=[5766, 198, 262]+b=274 j=3 bonus=274 acc=' characters\n   ' new=' characters\n    s'
  r008 L= 44 drafts=[284, 42863, 5987]  target=[284, 274, 18073]+b=741 j=1 bonus=274 acc=' =' new=' = s'
  r009 L= 46 drafts=[18073, 368, 488]  target=[18073, 741, 262]+b=274 j=1 bonus=741 acc='.lower' new='.lower()\n'
  r010 L= 48 drafts=[262, 671, 10783]  target=[262, 274, 284]+b=42863 j=1 bonus=274 acc='   ' new='    s'
  r011 L= 50 drafts=[284, 274, 18073]  target=[284, 42863, 5987]+b=6933 j=1 bonus=42863 acc=' =' new=" = ''."
  r012 L= 52 drafts=[5987, 2561, 82]  target=[5987, 6933, 369]+b=1161 j=1 bonus=6933 acc='join' new='join(char'
  r013 L= 54 drafts=[369, 1161, 304]  target=[369, 1161, 304]+b=274 j=3 bonus=274 acc=' for char in' new=' for char in s'
  r014 L= 58 drafts=[421, 1161, 304]  target=[421, 1161, 2079]+b=93362 j=2 bonus=2079 acc=' if char' new=' if char.is'
  r015 L= 61 drafts=[93362, 1141, 8]  target=[93362, 2398, 1066]+b=262 j=1 bonus=2398 acc='alnum' new='alnum())\n'
  r016 L= 63 drafts=[262, 671, 4695]  target=[1066, 262, 671]+b=4248 j=0 bonus=1066 acc=<none> new='    \n'
  r017 L= 64 drafts=[262, 671, 7169]  target=[262, 671, 4248]+b=421 j=2 bonus=4248 acc='    #' new='    # Check'
  r018 L= 67 drafts=[421, 279, 914]  target=[421, 279, 914]+b=374 j=3 bonus=374 acc=' if the string' new=' if the string is'
  r019 L= 71 drafts=[264, 73097, 198]  target=[6144, 311, 1181]+b=9931 j=0 bonus=6144 acc=<none> new=' equal'
  r020 L= 72 drafts=[311, 279, 9931]  target=[311, 1181, 9931]+b=198 j=1 bonus=1181 acc=' to' new=' to its'
  r021 L= 74 drafts=[9931, 11, 30903]  target=[9931, 198, 262]+b=470 j=1 bonus=198 acc=' reverse' new=' reverse\n'
  r022 L= 76 drafts=[262, 27437, 643]  target=[262, 470, 274]+b=621 j=1 bonus=470 acc='   ' new='    return'
  r023 L= 78 drafts=[274, 284, 274]  target=[274, 621, 274]+b=62154 j=1 bonus=621 acc=' s' new=' s =='
  r024 L= 80 drafts=[27437, 1141, 8]  target=[274, 62154, 16]+b=2533 j=0 bonus=274 acc=<none> new=' s'
  r025 L= 81 drafts=[62154, 16, 60]  target=[62154, 16, 2533]+b=2 j=2 bonus=2533 acc='[::-1' new='[::-1]\n\n'
  r026 L= 84 drafts=[262, 671, 4248]  target=[2, 3393, 279]+b=729 j=0 bonus=2 acc=<none> new='#'
  r027 L= 85 drafts=[3393, 279, 729]  target=[3393, 279, 729]+b=198 j=3 bonus=198 acc=' Test the function' new=' Test the function\n'
  r028 L= 89 drafts=[1350, 445, 68694]  target=[1350, 9623, 73310]+b=36058 j=1 bonus=9623 acc='print' new='print(is'
  r029 L= 91 drafts=[73310, 36058, 445]  target=[73310, 36058, 445]+b=32 j=3 bonus=32 acc='_palindrome("' new='_palindrome("A'
  r030 L= 95 drafts=[883, 11, 323]  target=[883, 11, 264]+b=3119 j=2 bonus=264 acc=' man,' new=' man, a'
  r031 L= 98 drafts=[11, 362, 2761]  target=[3119, 11, 264]+b=38921 j=0 bonus=3119 acc=<none> new=' plan'
  r032 L= 99 drafts=[11, 752, 497]  target=[11, 264, 38921]+b=25 j=1 bonus=264 acc=',' new=', a'
  r033 L=101 drafts=[1490, 6, 2761]  target=[38921, 25, 48036]+b=2761 j=0 bonus=38921 acc=<none> new=' canal'
  r034 L=102 drafts=[11, 2761, 220]  target=[25, 48036, 2761]+b=220 j=0 bonus=25 acc=<none> new=':'
  r035 L=103 drafts=[3670, 330, 32]  target=[48036, 2761, 220]+b=671 j=0 bonus=48036 acc=<none> new=' Panama'
  r036 L=104 drafts=[2761, 198, 2]  target=[2761, 220, 671]+b=3007 j=1 bonus=220 acc='"))' new='")) '
  r037 L=106 drafts=[671, 671, 671]  target=[671, 3007, 198]+b=1350 j=1 bonus=3007 acc=' #' new=' # True'
  r038 L=108 drafts=[198, 2, 1173]  target=[198, 1350, 9623]+b=73310 j=1 bonus=1350 acc='\n' new='\nprint'
  r039 L=110 drafts=[9623, 73310, 36058]  target=[9623, 73310, 36058]+b=445 j=3 bonus=445 acc='(is_palindrome' new='(is_palindrome("'
  r040 L=114 drafts=[32, 883, 11]  target=[41183, 6918, 2761]+b=220 j=0 bonus=41183 acc=<none> new='race'
  r041 L=115 drafts=[497, 330, 32]  target=[6918, 2761, 220]+b=671 j=0 bonus=6918 acc=<none> new='car'
  r042 L=116 drafts=[497, 330, 32]  target=[2761, 220, 671]+b=3007 j=0 bonus=2761 acc=<none> new='"))'
  r043 L=117 drafts=[220, 671, 3007]  target=[220, 671, 3007]+b=198 j=3 bonus=198 acc='  # True' new='  # True\n'
  r044 L=121 drafts=[1350, 9623, 73310]  target=[1350, 9623, 73310]+b=36058 j=3 bonus=36058 acc='print(is_pal' new='print(is_palindrome'
  r045 L=125 drafts=[445, 32, 883]  target=[445, 14990, 2761]+b=220 j=1 bonus=14990 acc='("' new='("hello'
  r046 L=127 drafts=[497, 330, 1515]  target=[2761, 220, 671]+b=3557 j=0 bonus=2761 acc=<none> new='"))'
  r047 L=128 drafts=[220, 671, 3557]  target=[220, 671, 3557]+b=198 j=3 bonus=198 acc='  # False' new='  # False\n'
  r048 L=132 drafts=[1350, 9623, 73310]  target=[1350, 9623, 73310]+b=36058 j=3 bonus=36058 acc='print(is_pal' new='print(is_palindrome'
  r049 L=136 drafts=[445, 14990, 497]  target=[445, 16, 17]+b=18 j=1 bonus=16 acc='("' new='("1'
  r050 L=138 drafts=[17, 18, 18]  target=[17, 18, 17]+b=16 j=2 bonus=17 acc='23' new='232'
  r051 L=141 drafts=[16, 497, 220]  target=[16, 2761, 220]+b=671 j=1 bonus=2761 acc='1' new='1"))'
  r052 L=143 drafts=[220, 671, 3557]  target=[220, 671, 3007]+b=198 j=2 bonus=3007 acc='  #' new='  # True'
  r053 L=146 drafts=[198, 1350, 9623]  target=[198, 1350, 9623]+b=73310 j=3 bonus=73310 acc='\nprint(is' new='\nprint(is_pal'
  r054 L=150 drafts=[36058, 445, 16]  target=[36058, 445, 16]+b=17 j=3 bonus=17 acc='indrome("1' new='indrome("12'
  r055 L=154 drafts=[18, 18, 17]  target=[18, 64, 18]+b=17 j=1 bonus=64 acc='3' new='3a'
  r056 L=156 drafts=[18, 17, 16]  target=[18, 17, 16]+b=2761 j=3 bonus=2761 acc='321' new='321"))'
  r057 L=160 drafts=[220, 671, 3557]  target=[220, 671, 3007]+b=198 j=2 bonus=3007 acc='  #' new='  # True'
  r058 L=163 drafts=[198, 2, 220]  target=[198, 1350, 9623]+b=73310 j=1 bonus=1350 acc='\n' new='\nprint'
  r059 L=165 drafts=[9623, 73310, 36058]  target=[9623, 73310, 36058]+b=445 j=3 bonus=445 acc='(is_palindrome' new='(is_palindrome("'
  r060 L=169 drafts=[16, 17, 18]  target=[16, 17, 18]+b=64 j=3 bonus=64 acc='123' new='123a'
  r061 L=173 drafts=[18, 17, 17]  target=[18, 17, 16]+b=64 j=2 bonus=16 acc='32' new='321'
  r062 L=176 drafts=[2761, 220, 671]  target=[64, 2761, 220]+b=671 j=0 bonus=64 acc=<none> new='a'
  r063 L=177 drafts=[2761, 220, 671]  target=[2761, 220, 671]+b=3557 j=3 bonus=3557 acc='"))  #' new='"))  # False'
  r064 L=181 drafts=[271, 2, 3393]  target=[198, 1350, 9623]+b=73310 j=0 bonus=198 acc=<none> new='\n'
  r065 L=182 drafts=[2, 220, 671]  target=[1350, 9623, 73310]+b=36058 j=0 bonus=1350 acc=<none> new='print'
  r066 L=183 drafts=[9623, 73310, 36058]  target=[9623, 73310, 36058]+b=445 j=3 bonus=445 acc='(is_palindrome' new='(is_palindrome("'
  r067 L=187 drafts=[16, 17, 18]  target=[32, 883, 11]+b=264 j=0 bonus=32 acc=<none> new='A'
  r068 L=188 drafts=[883, 11, 2761]  target=[883, 11, 264]+b=3119 j=2 bonus=264 acc=' man,' new=' man, a'
  r069 L=191 drafts=[2761, 220, 671]  target=[3119, 11, 264]+b=38921 j=0 bonus=3119 acc=<none> new=' plan'
  r070 L=192 drafts=[11, 264, 883]  target=[11, 264, 38921]+b=25 j=2 bonus=38921 acc=', a' new=', a canal'
  r071 L=195 drafts=[25, 48036, 2761]  target=[25, 48036, 2761]+b=220 j=3 bonus=220 acc=': Panama"))' new=': Panama")) '
  r072 L=199 drafts=[671, 3557, 198]  target=[671, 3007, 198]+b=1350 j=1 bonus=3007 acc=' #' new=' # True'
  r073 L=201 drafts=[198, 2, 10783]  target=[198, 1350, 9623]+b=73310 j=1 bonus=1350 acc='\n' new='\nprint'
  r074 L=203 drafts=[9623, 73310, 36058]  target=[9623, 73310, 36058]+b=445 j=3 bonus=445 acc='(is_palindrome' new='(is_palindrome("'
  r075 L=207 drafts=[16, 17, 18]  target=[41183, 1803, 2761]+b=220 j=0 bonus=41183 acc=<none> new='race'
  r076 L=208 drafts=[899, 220, 671]  target=[1803, 2761, 220]+b=671 j=0 bonus=1803 acc=<none> new=' car'
  r077 L=209 drafts=[2761, 220, 671]  target=[2761, 220, 671]+b=3007 j=3 bonus=3007 acc='"))  #' new='"))  # True'
  r078 L=213 drafts=[198, 2, 220]  target=[198, 1350, 9623]+b=73310 j=1 bonus=1350 acc='\n' new='\nprint'
  r079 L=215 drafts=[9623, 73310, 36058]  target=[9623, 73310, 36058]+b=445 j=3 bonus=445 acc='(is_palindrome' new='(is_palindrome("'
  r080 L=219 drafts=[32, 883, 11]  target=[41183, 1803, 0]+b=2761 j=0 bonus=41183 acc=<none> new='race'
  r081 L=220 drafts=[497, 330, 32]  target=[1803, 0, 2761]+b=220 j=0 bonus=1803 acc=<none> new=' car'
  r082 L=221 drafts=[2761, 220, 671]  target=[0, 2761, 220]+b=671 j=0 bonus=0 acc=<none> new='!'
  r083 L=222 drafts=[2761, 220, 671]  target=[2761, 220, 671]+b=3007 j=3 bonus=3007 acc='"))  #' new='"))  # True'
  r084 L=226 drafts=[271, 2, 3393]  target=[198, 1350, 9623]+b=73310 j=0 bonus=198 acc=<none> new='\n'
  r085 L=227 drafts=[2, 3393, 2038]  target=[1350, 9623, 73310]+b=36058 j=0 bonus=1350 acc=<none> new='print'
  r086 L=228 drafts=[9623, 73310, 36058]  target=[9623, 73310, 36058]+b=445 j=3 bonus=445 acc='(is_palindrome' new='(is_palindrome("'
   -> accept 45.3% decode 10.37 t/s  wall 19.6s

-- cell 11/40: p2 k=4 n_predict=200 --

--- CPU prefill (P=29) ---
  elapsed           : 0.05 s
  first candidate   : 671  -> ' #'
  r001 L= 29 drafts=[671, 323, 30903, 1142]  target=[198, 262, 671, 7169]+b=311 j=0 bonus=198 acc=<none> new='\n'
  r002 L= 30 drafts=[262, 671, 7169, 311]  target=[262, 671, 7169, 311]+b=42047 j=4 bonus=42047 acc='    # Convert to' new='    # Convert to lowercase'
  r003 L= 35 drafts=[198, 262, 274, 284]  target=[323, 4057, 2477, 18779]+b=65788 j=0 bonus=323 acc=<none> new=' and'
  r004 L= 36 drafts=[10034, 1142, 198, 262]  target=[4057, 2477, 18779, 65788]+b=5766 j=0 bonus=4057 acc=<none> new=' remove'
  r005 L= 37 drafts=[678, 2477, 18779, 759]  target=[2477, 18779, 65788, 5766]+b=198 j=0 bonus=2477 acc=<none> new=' non'
  r006 L= 38 drafts=[18779, 759, 44838, 5766]  target=[18779, 65788, 5766, 198]+b=262 j=1 bonus=65788 acc='-al' new='-alphanumeric'
  r007 L= 40 drafts=[5766, 198, 262, 274]  target=[5766, 198, 262, 274]+b=284 j=4 bonus=284 acc=' characters\n    s' new=' characters\n    s ='
  r008 L= 45 drafts=[42863, 5987, 2561, 82]  target=[274, 18073, 741, 262]+b=274 j=0 bonus=274 acc=<none> new=' s'
  r009 L= 46 drafts=[18073, 368, 488, 274]  target=[18073, 741, 262, 274]+b=284 j=1 bonus=741 acc='.lower' new='.lower()\n'
  r010 L= 48 drafts=[262, 671, 10783, 678]  target=[262, 274, 284, 42863]+b=5987 j=1 bonus=274 acc='   ' new='    s'
  r011 L= 50 drafts=[284, 274, 18073, 741]  target=[284, 42863, 5987, 6933]+b=369 j=1 bonus=42863 acc=' =' new=" = ''."
  r012 L= 52 drafts=[5987, 2561, 82, 369]  target=[5987, 6933, 369, 1161]+b=304 j=1 bonus=6933 acc='join' new='join(char'
  r013 L= 54 drafts=[369, 1161, 304, 274]  target=[369, 1161, 304, 274]+b=421 j=4 bonus=421 acc=' for char in s' new=' for char in s if'
  r014 L= 59 drafts=[1161, 304, 274, 374]  target=[1161, 2079, 93362, 2398]+b=1066 j=1 bonus=2079 acc=' char' new=' char.is'
  r015 L= 61 drafts=[93362, 1141, 8, 323]  target=[93362, 2398, 1066, 262]+b=671 j=1 bonus=2398 acc='alnum' new='alnum())\n'
  r016 L= 63 drafts=[262, 671, 4695, 11]  target=[1066, 262, 671, 4248]+b=421 j=0 bonus=1066 acc=<none> new='    \n'
  r017 L= 64 drafts=[262, 671, 7169, 311]  target=[262, 671, 4248, 421]+b=279 j=2 bonus=4248 acc='    #' new='    # Check'
  r018 L= 67 drafts=[421, 279, 914, 374]  target=[421, 279, 914, 374]+b=6144 j=4 bonus=6144 acc=' if the string is' new=' if the string is equal'
  r019 L= 72 drafts=[311, 279, 9931, 315]  target=[311, 1181, 9931, 198]+b=262 j=1 bonus=1181 acc=' to' new=' to its'
  r020 L= 74 drafts=[9931, 11, 30903, 1142]  target=[9931, 198, 262, 470]+b=274 j=1 bonus=198 acc=' reverse' new=' reverse\n'
  r021 L= 76 drafts=[262, 27437, 643, 284]  target=[262, 470, 274, 621]+b=274 j=1 bonus=470 acc='   ' new='    return'
  r022 L= 78 drafts=[274, 284, 274, 18073]  target=[274, 621, 274, 62154]+b=16 j=1 bonus=621 acc=' s' new=' s =='
  r023 L= 80 drafts=[27437, 1141, 8, 323]  target=[274, 62154, 16, 2533]+b=2 j=0 bonus=274 acc=<none> new=' s'
  r024 L= 81 drafts=[62154, 16, 60, 421]  target=[62154, 16, 2533, 2]+b=3393 j=2 bonus=2533 acc='[::-1' new='[::-1]\n\n'
  r025 L= 84 drafts=[262, 671, 4248, 421]  target=[2, 3393, 279, 729]+b=198 j=0 bonus=2 acc=<none> new='#'
  r026 L= 85 drafts=[3393, 279, 729, 198]  target=[3393, 279, 729, 198]+b=1350 j=4 bonus=1350 acc=' Test the function\n' new=' Test the function\nprint'
  r027 L= 90 drafts=[445, 68694, 25, 3670]  target=[9623, 73310, 36058, 445]+b=32 j=0 bonus=9623 acc=<none> new='(is'
  r028 L= 91 drafts=[73310, 36058, 445, 14990]  target=[73310, 36058, 445, 32]+b=883 j=3 bonus=32 acc='_palindrome("' new='_palindrome("A'
  r029 L= 95 drafts=[883, 11, 323, 11]  target=[883, 11, 264, 3119]+b=11 j=2 bonus=264 acc=' man,' new=' man, a'
  r030 L= 98 drafts=[11, 362, 2761, 220]  target=[3119, 11, 264, 38921]+b=25 j=0 bonus=3119 acc=<none> new=' plan'
  r031 L= 99 drafts=[11, 752, 497, 330]  target=[11, 264, 38921, 25]+b=48036 j=1 bonus=264 acc=',' new=', a'
  r032 L=101 drafts=[1490, 6, 2761, 198]  target=[38921, 25, 48036, 2761]+b=220 j=0 bonus=38921 acc=<none> new=' canal'
  r033 L=102 drafts=[11, 2761, 220, 671]  target=[25, 48036, 2761, 220]+b=671 j=0 bonus=25 acc=<none> new=':'
  r034 L=103 drafts=[3670, 330, 32, 883]  target=[48036, 2761, 220, 671]+b=3007 j=0 bonus=48036 acc=<none> new=' Panama'
  r035 L=104 drafts=[2761, 198, 2, 671]  target=[2761, 220, 671, 3007]+b=198 j=1 bonus=220 acc='"))' new='")) '
  r036 L=106 drafts=[671, 671, 671, 671]  target=[671, 3007, 198, 1350]+b=9623 j=1 bonus=3007 acc=' #' new=' # True'
  r037 L=108 drafts=[198, 2, 1173, 374]  target=[198, 1350, 9623, 73310]+b=36058 j=1 bonus=1350 acc='\n' new='\nprint'
  r038 L=110 drafts=[9623, 73310, 36058, 445]  target=[9623, 73310, 36058, 445]+b=41183 j=4 bonus=41183 acc='(is_palindrome("' new='(is_palindrome("race'
  r039 L=115 drafts=[497, 330, 32, 883]  target=[6918, 2761, 220, 671]+b=3007 j=0 bonus=6918 acc=<none> new='car'
  r040 L=116 drafts=[497, 330, 32, 497]  target=[2761, 220, 671, 3007]+b=198 j=0 bonus=2761 acc=<none> new='"))'
  r041 L=117 drafts=[220, 671, 3007, 198]  target=[220, 671, 3007, 198]+b=1350 j=4 bonus=1350 acc='  # True\n' new='  # True\nprint'
  r042 L=122 drafts=[9623, 73310, 36058, 445]  target=[9623, 73310, 36058, 445]+b=14990 j=4 bonus=14990 acc='(is_palindrome("' new='(is_palindrome("hello'
  r043 L=127 drafts=[497, 330, 1515, 497]  target=[2761, 220, 671, 3557]+b=198 j=0 bonus=2761 acc=<none> new='"))'
  r044 L=128 drafts=[220, 671, 3557, 198]  target=[220, 671, 3557, 198]+b=1350 j=4 bonus=1350 acc='  # False\n' new='  # False\nprint'
  r045 L=133 drafts=[9623, 73310, 36058, 445]  target=[9623, 73310, 36058, 445]+b=16 j=4 bonus=16 acc='(is_palindrome("' new='(is_palindrome("1'
  r046 L=138 drafts=[17, 18, 18, 18]  target=[17, 18, 17, 16]+b=2761 j=2 bonus=17 acc='23' new='232'
  r047 L=141 drafts=[16, 497, 220, 16]  target=[16, 2761, 220, 671]+b=3007 j=1 bonus=2761 acc='1' new='1"))'
  r048 L=143 drafts=[220, 671, 3557, 198]  target=[220, 671, 3007, 198]+b=1350 j=2 bonus=3007 acc='  #' new='  # True'
  r049 L=146 drafts=[198, 1350, 9623, 73310]  target=[198, 1350, 9623, 73310]+b=36058 j=4 bonus=36058 acc='\nprint(is_pal' new='\nprint(is_palindrome'
  r050 L=151 drafts=[445, 16, 17, 18]  target=[445, 16, 17, 18]+b=64 j=4 bonus=64 acc='("123' new='("123a'
  r051 L=156 drafts=[18, 17, 16, 2761]  target=[18, 17, 16, 2761]+b=220 j=4 bonus=220 acc='321"))' new='321")) '
  r052 L=161 drafts=[671, 3557, 198, 2]  target=[671, 3007, 198, 1350]+b=9623 j=1 bonus=3007 acc=' #' new=' # True'
  r053 L=163 drafts=[198, 2, 220, 16]  target=[198, 1350, 9623, 73310]+b=36058 j=1 bonus=1350 acc='\n' new='\nprint'
  r054 L=165 drafts=[9623, 73310, 36058, 445]  target=[9623, 73310, 36058, 445]+b=16 j=4 bonus=16 acc='(is_palindrome("' new='(is_palindrome("1'
  r055 L=170 drafts=[17, 18, 17, 18]  target=[17, 18, 64, 18]+b=17 j=2 bonus=64 acc='23' new='23a'
  r056 L=173 drafts=[18, 17, 17, 2761]  target=[18, 17, 16, 64]+b=2761 j=2 bonus=16 acc='32' new='321'
  r057 L=176 drafts=[2761, 220, 671, 3007]  target=[64, 2761, 220, 671]+b=3557 j=0 bonus=64 acc=<none> new='a'
  r058 L=177 drafts=[2761, 220, 671, 3557]  target=[2761, 220, 671, 3557]+b=198 j=4 bonus=198 acc='"))  # False' new='"))  # False\n'
  r059 L=182 drafts=[2, 220, 671, 220]  target=[1350, 9623, 73310, 36058]+b=445 j=0 bonus=1350 acc=<none> new='print'
  r060 L=183 drafts=[9623, 73310, 36058, 445]  target=[9623, 73310, 36058, 445]+b=32 j=4 bonus=32 acc='(is_palindrome("' new='(is_palindrome("A'
  r061 L=188 drafts=[883, 11, 2761, 220]  target=[883, 11, 264, 3119]+b=11 j=2 bonus=264 acc=' man,' new=' man, a'
  r062 L=191 drafts=[2761, 220, 671, 3557]  target=[3119, 11, 264, 38921]+b=25 j=0 bonus=3119 acc=<none> new=' plan'
  r063 L=192 drafts=[11, 264, 883, 11]  target=[11, 264, 38921, 25]+b=48036 j=2 bonus=38921 acc=', a' new=', a canal'
  r064 L=195 drafts=[25, 48036, 2761, 220]  target=[25, 48036, 2761, 220]+b=671 j=4 bonus=671 acc=': Panama")) ' new=': Panama"))  #'
  r065 L=200 drafts=[3557, 198, 2, 220]  target=[3007, 198, 1350, 9623]+b=73310 j=0 bonus=3007 acc=<none> new=' True'
